Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Bravis,A512 Harmony Pro,A512_Harmony_Pro,1936MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Bravis,NB851,NB851,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Bravis,NB76,NB76,1906MB,Tablet,Mediatek MT8321,720x1280,160,armeabi-v7a;armeabi,27,2.0
Bravis,A511 Harmony,A511_Harmony,929MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Bravis,A509_Jeans,A509_Jeans,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Bravis,M9,M9,1895MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Bravis,N1-570 Space,N1-570-Space,1859MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Bravis,NB108,NB108,1914MB,Tablet,Mediatek MT8735B,800x1280,160,armeabi-v7a;armeabi,27,3.1
Bravis,NB871,NB871,898MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,27,3.1
Bravis,N1_550_Cruiser,N1_550_Cruiser,1932MB,Phone,Mediatek MT6580,640x1280,320,armeabi-v7a;armeabi,27,2.0
Bravis,A510_Jeans_4G,A510_Jeans_4G,906MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,27,3.1
Bravva,Impress_Aero,Impress_Aero,954MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
BRIGMTON,BTPC-1025OC,BTPC-1025OC,2824MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Brondi,850_4G,850_4G,901MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Bubblegum,Bubblegum,Bubblegum,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Bubblegum,B1Teen,B1Teen,915MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Bush,Bush10Nou,Bush10Nou,1968MB,Tablet,Mediatek MT8163,1920x1200,240,armeabi-v7a;armeabi,27,3.1
C5 Mobile,NOATAB,NOATAB,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Camfone,Honey Y1,Honey_Y1,1898MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Camfone,Hero_13,Hero_13,883MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Camfone,Hero 11,Hero_11,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Camfone,Hero SE2,Hero_SE2,903MB,Phone,Spreadtrum SC9832E,720x1280,320,armeabi-v7a;armeabi,27,3.2
Camfone,Hero_H5+,Hero_H5_Plus,884MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,27,3.2
Camfone,Hero 12,Hero_12,877MB,Phone,Spreadtrum SC9832E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Camfone,Mega 10,Mega_10,897MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Camfone,Honey_Y2s,Honey_Y2s,2829MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Camfone,Hero_SX,Hero_SX,438MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Camfone,Hero_XR_Plus,Hero_XR_Plus,1796MB,Phone,Spreadtrum SC9832E,480x996,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Canguro,M75TG,M75TG,904MB,Tablet,Spreadtrum SC7731E,720x1280,160,armeabi-v7a;armeabi,27,3.2
Captiva,Pad 10 2-in-1,Pad_10_2_in_1,1987MB,Tablet,Mediatek MT8163,1280x800,160,armeabi-v7a;armeabi,27,3.1
Carrefour,CT735_16GB,CT735_16GB,983MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,27,2.0
Casio,WSD-F21HR,medaka,652MB,Wearable,Samsung Exynos 7270,320x300,240,armeabi-v7a;armeabi,28,3.1
Casio,WSD-F20,ayu,495MB,Wearable,Samsung Exynos 3250,320x300,240,armeabi-v7a;armeabi,26,2.0
Casio,Smart Outdoor Watch WSD-F10,koi,479MB,Wearable,Samsung Exynos 3250,320x300,240,armeabi-v7a;armeabi,26,2.0
Casio,WSD-F30,kingyo,665MB,Wearable,Samsung Exynos 7270,390x390,320,armeabi-v7a;armeabi,26;28,3.1
Casio,DT-X400,dtx400,1910MB,Phone,Qualcomm APQ8009,480x800,240,armeabi-v7a;armeabi,27,3.0
Casper,VIA_E3,VIA_E3,1825MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Casper,L20,L20,2831MB,Tablet,Mediatek MT6763,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Casper,S38,Casper_S38,1966MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,28,3.1
Casper,VIA_F3,VIA_F3,2835MB,Phone,Mediatek MT6765,720x1520,280,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Casper,VIA A3 Plus,VIA_A3_Plus,5775MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Casper,VIA_A3,VIA_A3,3577MB,Phone,Qualcomm SDM450,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Casper,VIA_M4,VIA_M4,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.1
Casper,VIA G1 Plus,CASPER_VIA_G1_Plus,2854-2858MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25;27,3.0
Casper,S20,S20,2958MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,28,3.1
Casper,VIA_S,VIA_S,2818MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cat,Cat S52,CatS52,3769MB,Phone,Mediatek MT6765,720x1440,280,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cat,Cat S48c,CatS48c,3741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Cat,Cat S41,CatS41,2794MB,Phone,Mediatek MT6757,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Cat,Cat S31,CatS31,1910-1913MB,Phone,Qualcomm MSM8909,720x1280,280,armeabi-v7a;armeabi,25;27,3.0
Cat,Cat S61,CatS61,3742-3747MB,Phone,Qualcomm SDM630,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Cavion,base10.3g silver,base10_3g_silver,915MB,Tablet,Mediatek MT8321,800x1280,213,armeabi-v7a;armeabi,27,2.0
Cavion,Base_72_GO,Base_72_GO,981MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,27,2.0
Cavion,Base_5.0,Cavion_Base_5_0,961MB,Phone,Mediatek MT8321,480x854,240,armeabi-v7a;armeabi,27,2.0
Ceibal,U800B,U800B,1974MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Ceibal,Kil-82WFDC,Kil-82WFDC,1992MB,Tablet,Mediatek MT8163,800x1280,160,armeabi-v7a;armeabi,27,3.1
Cellacom,M432,M432,453MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Cellacom,S51_lite,S51_lite,936MB,Phone,Mediatek MT6737,480x960,240,armeabi-v7a;armeabi,27,3.1
Cellacom,M531,M531,960MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
CellAllure,Earn,Earn,1813MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
CellAllure,Fashion2Plus,Fashion2Plus,935MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
CellAllure,Fashion_C,Fashion_C,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
CellAllure,Cool Duo,Cool_Duo,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
CellAllure,Cool_Extreme_2,Cool_Extreme_2,954MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cello,T1045PC,T1045PC,974MB,Tablet,Mediatek MT8163,1280x800,160,armeabi-v7a;armeabi,27,3.1
Cellution,Cosmas,Cosmas,451MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
CEM Global,HS29779-18,HS29779-18,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
CEM Global,Continental,CE10412-26,1995MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,28,2.0
CEM Global,Continential,CE10402-16,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Centric,Centric L4,Centric_L4,1846MB,Phone,Mediatek MT6739WA,720x1440,280,armeabi-v7a;armeabi,27,3.2
CGV (France),Ultimate T8,Ultimate_T8,1755MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
CHAINWAY,C71,C71,2831MB,Phone,Mediatek MT6763,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Chanbly,q7,q7,954MB,Tablet,Rockchip RK3326,1024x600,160,armeabi-v7a;armeabi,27,3.2
CHCNAV,LT700,LT700,3603MB,Phone,Qualcomm MSM8953,1200x1920,360,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Chenrui,M40,M40,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Omega Lite 3s,Omega_Lite_3s,904MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,DOH01,DOH01,921MB,Tablet,Mediatek MT8735B,1280x800,160,armeabi-v7a;armeabi,27,3.1
Cherry Mobile,Spin Max 2,Spin_Max_2,959MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare Y7,Flare_Y7,945MB,Phone,Mediatek MT6580,720x1520,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omega X,X960,2845MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare J6 mini,Flare_J6_mini,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Cherry S8 Deluxe,Flare_S8_Deluxe,3831MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare J8 LTE,Flare_J8_LTE,896MB,Phone,Mediatek MT6739WW,720x1480,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare S8,X930,2845MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare A2,Flare_A2,909MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,27,3.0
Cherry Mobile,Flare S6,Cherry_Flare_S6,1906-1942MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Cherry Mobile,Flare_Y6_Pro,Flare_Y6_Pro,1913MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare_HD_5,Flare_HD_5,1023MB,Phone,Mediatek MT6580,600x1280,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare_S8_Plus,Flare_S8_Plus,5761MB,Phone,Mediatek MT6771T,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Omage Icon Lite 2,Omega_Icon_Lite_2,512MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omega Lite 4,omega_lite_4,947MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J2 Max,Flare_J2_Max,903MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare Y7 LTE,Flare_Y7_LTE,892MB,Phone,Mediatek MT6739WW,720x1520,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare Tab Pro,A820,1819MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare Tab,A830,1965MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
Cherry Mobile,Flare P3,Flare_P3,890MB,Phone,Mediatek MT6580,1280x640,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J3 Max,Flare_J3_Max,904MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Omega HD Duo,Omega_HD_Duo,1863MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Cherry Mobile,Flare J8,Flare_J8,949MB,Phone,Mediatek MT6580,720x1480,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J3s,Flare_J3s,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare Y6,Flare_Y6,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S7 Deluxe,Flare_S7_Deluxe,2897MB,Phone,Mediatek MT6739CH,720x1512,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare S7 Power,Flare_S7_Power,943MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J6S,Flare_J6s,933MB,Phone,Mediatek MT6580,720x1512,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Desire R6 Lite,Desire_R6_Lite,450MB,Phone,Mediatek MT6580,960x480,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare Y7 Pro,Flare_Y7_Pro,3768MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare A2 Lite,Flare_A2_Lite,449MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J2 Prime,Flare_J2_Prime,933MB,Phone,Mediatek MT6580,720x1512,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare P3 lite,Flare_P3_lite,898MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S7,Flare_S7,1882MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare S7 Lite,Flare_S7_Lite,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare_S8_Pro,Flare_S8_Pro,3741MB,Phone,Mediatek MT6762,720x1560,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare_S7_Prime,Flare_S7_Prime,919MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare Y3 mini,Flare_Y3_mini,904MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare J3 mini,Flare_J3_mini,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Superion Radar Deluxe 2,Radar_Deluxe_2,904MB,Phone,Spreadtrum SC7731,800x1280,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare S7 Max,Flare_S7_Max,939MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare P3 Plus,Flare_P3_Plus,886MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare Y3 Pro,Flare_Y3_Pro,957MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare J5s,Flare_J5s,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Fusion Aura 3s,Fusion_Aura_3s,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare HD 4,Flare_HD_4,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Omega HD 5,Omega_HD_5,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S7 Plus,Flare_S7_Plus,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare X3,Flare_X3,5761MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Cherry Mobile,Flare J5 Mini,Flare_J5_Mini,957MB,Phone,Spreadtrum SC7731,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare Y3,FlareY3,960MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare J1 Lite,Flare_J1_Lite,958MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Cherry Mobile,Flare S7 Mini,Flare_S7_Mini,932MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Cherry Mobile,Flare J2 2018,Flare_J2_2018,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
China Mobile,M762G,M762G,2708MB,Phone,Qualcomm SDM450,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Chuwi,Hi9Pro,Hi9Pro,2678MB,Tablet,Mediatek MT6797,1600x2560,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Chuwi,CHUWI,Hi9Air,3682MB,Tablet,Mediatek MT6797,1600x2560,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Cipherlab,RS51_HS,RS51_HS,1840MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Clarmin,CLARMIN C1,CLARMIN_C1,2875MB,Phone,Mediatek MT6739CW,1440x720,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Clarmin,B5Pro,B5Pro,1909MB,Phone,Mediatek MT6737,1280x640,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Clementoni,MFC_8,MFC_8,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Clementoni,CLEMPAD_2018,CLEMPAD_2018,889MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,27,2.0
Clementoni,MFC_2018,MFC_2018,894MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,27,2.0
Clementoni,Clempad_9,Clempad_9,1929MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,28,2.0
CLEVER,C45,C45,955MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Clickonica Exclusive,itabx,itabx,979MB,Tablet,Mediatek MT8163,600x1024,160,armeabi-v7a;armeabi,27,3.1
Clickonica Exclusive,iTabS10,iTabS10,964MB,Tablet,Mediatek MT8167B,800x1280,160,armeabi-v7a;armeabi,28,3.2
Clicktabds,F19,F19,1962MB,Tablet,Mediatek MT8167B,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
ClipSonic,DVI37BT,DVI37BT,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Cloud (TruConnect),Cirrus_C2,Cirrus_C2,928MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Cloud (TruConnect),Stratus_C5,Stratus_C5,874MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Cloud (TruConnect),Storm C3,Storm_C3,875MB,Phone,Mediatek MT6739WA,480x854,240,armeabi-v7a;armeabi,27,3.2
CloudFone,Go SP 2,Go_SP_2,450MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
CloudFone,ThrillBoost2Plus,ThrillBoost2Plus,947MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
CloudFone,Go Connect Lite 2,Go_Connect_Lite_2,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Clout,Hind 5.1,Hind_5_1,884MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Coby,CTB761,CTB761,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
ColorsMobile,PRIDE 5E,P60,859MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,27,3.2
ColorsMobile,Pride_1A,Pride_1A,450MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
ColorsMobile,P88_Pride_1X,P88_Pride_1X,1914MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,28,3.2
ColorsMobile,Pride 5C,P52_Pride5C,932MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
ColorsMobile,Pride5X,P90_Pride5X,1883MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
ColorsMobile,P40_Pride_1,P40_Pride_1,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
ColorsMobile,P77_Pride_1E,P77_Pride_1E,869MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Comio,COMIO X1,ComioX1,1854MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Comio,COMIO C1 Pro,ComioC1Pro,1347MB,Phone,Mediatek MT6739WW,720x1280,320,armeabi-v7a;armeabi,27,3.2
Compaq,CT101,fireball,1992MB,Tablet,Mediatek MT8163,1280x800,160,armeabi-v7a;armeabi,27,3.1
Concord,Plus_M19_C779,Plus_M19_C779,1958MB,Tablet,Rockchip RK3326,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Concord,Plus-9_C778,Plus-9_C778,981MB,Phone,Rockchip RK3126C,480x800,160,armeabi-v7a;armeabi,27,2.0
Concord,SmartPad-3G_C-708,SmartPad_3G,955MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,27,2.0
Concord,Plus-7_C777,Plus-7_C777,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Condor,Plume L3,Plume_L3,2875MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Condor,Griffe T8 Plus,SP641,887MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Condor,Plume P8 Pro,Plume_P8_Pro,2794-2796MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Condor,Infinity_i5,Infinity_i5,884MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Condor,SP638,SP638,2826MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Condor,Plume L1 Plus,Plume_L1_Plus,875MB,Phone,Mediatek MT6739CW,720x1280,320,armeabi-v7a;armeabi,27,3.2
Condor,Plume_L4_Pro_TE,Plume_L4_Pro,2824MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Condor,Griffe_T5,Griffe_T5,904MB,Phone,Spreadtrum SC7731,480x960,240,armeabi-v7a;armeabi,27,3.2
Condor,Griffe_T7,Griffe_T7,899MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Condor,Plume_L2_Pro,Plume_L2_Pro,1850MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Condor,Griffe T9,Griffe_T9,1819MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Condor,Allure M1 Plus,Allure_M1_Plus,3833-3834MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;27,3.2
Condor,Infinity_E4,Infinity_e4,1801MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Condor,Allure M2,Allure_M2,3863-3864MB,Phone,Mediatek MT6757,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24;27,3.2
Condor,Allure X,Allure_X,5732MB,Phone,Mediatek MT6771,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Condor,Infinity E5,Infinity_E5,1906MB,Phone,Mediatek MT6739WA,540x1132,240,armeabi-v7a;armeabi,28,3.2
Condor,Infinity E5 Pro,Infinity_E5_Pro,1813MB,Phone,Mediatek MT6761,600x1280,240,armeabi-v7a;armeabi,28,3.2
Condor,Plume_L3_Plus,Plume_L3_Plus,2857MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Condor,Griffe T8,Griffe_T8,957MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Condor,Griffe T6,Griffe_T6,823MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,27,3.2
Condor,Plume L2,Plume_L2,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.1
Condor,Allure M3,Allure_M3,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Condor,Infinity_a4,Infinity_a4,2806MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Condor,Allure M3 lite,Allure_M3_Lite,2828MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Condor,Griffe T9 Plus,Griffe_T9_Plus,1819MB,Phone,Spreadtrum SC9863A,540x1132,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Contixo,CONTIXO_V8,CONTIXO-V8,982MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,27,2.0
Coolpad,cp3648A,cp3648a,1823MB,Phone,Mediatek MT6761,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Coolpad,3705A,lithium,2822MB,Phone,Qualcomm SDM450,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
